name,timeout,n,m,density,deg_min,deg_avg,deg_max,deg_var,deg_coeff_of_var,deg_heterogeneity,num_cc,max_cc_n,max_cc_m,max_cc_density,max_cc_radius,max_cc_diameter,max_cc_avg_dist,average_clustering_estimate,num_triangles
pace2023-exact_001.md,Prime,20,1,19,1,0,0,"[1, 19]",19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[19]",19,19.0,19,0.0,0.0,-inf
pace2023-exact_002.md,Prime,21,1,20,1,0,0,"[1, 20]",20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[20]",20,20.0,20,0.0,0.0,-inf
pace2023-exact_003.md,Prime,26,1,25,1,0,0,"[1, 25]",25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[25]",25,25.0,25,0.0,0.0,-inf
pace2023-exact_004.md,Prime,26,1,25,1,0,0,"[1, 25]",25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[25]",25,25.0,25,0.0,0.0,-inf
pace2023-exact_005.md,Prime,28,1,27,1,0,0,"[1, 27]",27,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[27]",27,27.0,27,0.0,0.0,-inf
pace2023-exact_006.md,Prime,29,1,28,1,0,0,"[1, 28]",28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[28]",28,28.0,28,0.0,0.0,-inf
pace2023-exact_007.md,Prime,29,1,28,1,0,0,"[1, 28]",28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[28]",28,28.0,28,0.0,0.0,-inf
pace2023-exact_008.md,Prime,29,1,28,1,0,0,"[1, 28]",28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[28]",28,28.0,28,0.0,0.0,-inf
pace2023-exact_009.md,Prime,29,1,28,1,0,0,"[1, 28]",28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[28]",28,28.0,28,0.0,0.0,-inf
pace2023-exact_010.md,Prime,29,1,28,1,0,0,"[1, 28]",28,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[28]",28,28.0,28,0.0,0.0,-inf
pace2023-exact_011.md,Prime,30,1,29,1,0,0,"[1, 29]",29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[29]",29,29.0,29,0.0,0.0,-inf
pace2023-exact_012.md,Prime,30,1,29,1,0,0,"[1, 29]",29,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[29]",29,29.0,29,0.0,0.0,-inf
pace2023-exact_013.md,Prime,31,1,30,1,0,0,"[1, 30]",30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[30]",30,30.0,30,0.0,0.0,-inf
pace2023-exact_014.md,Prime,31,1,30,1,0,0,"[1, 30]",30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[30]",30,30.0,30,0.0,0.0,-inf
pace2023-exact_015.md,Prime,31,1,30,1,0,0,"[1, 30]",30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[30]",30,30.0,30,0.0,0.0,-inf
pace2023-exact_016.md,Prime,31,1,30,1,0,0,"[1, 30]",30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1.0,1,0.0,0.0,-inf,"[30]",30,30.0,30,0.0,0.0,-inf
